,road_damage_synthetic_data,,,,,,,,,,,,,,,
,3107,crack,1.07,0,0.3,highway,medium,humid,full_depth_repair,bitumen,323,970,300,1593,4,GMR Infra
,3108,crack,2.52,0,7.71,highway,low,dry,resurfacing,bitumen,1194,3641,1654,6489,3,Gammon India
,3109,pothole,3.74,14,0.0,highway,low,dry,patching,gravel,1849,6093,1255,9197,6,Megha Engineering
,3110,crack,3.88,0,8.18,highway,medium,dry,patching,bitumen,1449,4397,648,6494,6,Gayatri Projects
,3111,pothole,2.55,5,0.0,rural,high,dry,full_depth_repair,asphalt,1653,4166,866,6685,7,HCC
,3112,pothole,1.6,9,0.0,rural,high,rainy,full_depth_repair,concrete,2465,5944,1728,10137,7,Megha Engineering
,3113,crack,4.87,0,4.45,highway,high,rainy,full_depth_repair,asphalt,1328,4774,2100,8202,12,IRB Infrastructure
,3114,crack,3.35,0,6.19,rural,very_high,dry,patching,asphalt,1148,3348,1449,5945,4,Larsen & Toubro
,3115,crack,2.1,0,2.39,highway,low,rainy,cold_mix,gravel,464,1300,490,2254,5,Dilip Buildcon
,3116,pothole,1.47,17,0.0,urban,low,dry,cold_mix,bitumen,1897,5543,1241,8681,2,Megha Engineering
,3117,pothole,3.68,6,0.0,urban,low,humid,cold_mix,bitumen,1610,5874,1542,9026,6,NCC Limited
,3118,crack,1.29,0,0.23,urban,high,humid,cold_mix,asphalt,229,557,312,1098,4,Ramky Infra
,3119,crack,0.94,0,3.61,urban,medium,rainy,cold_mix,asphalt,1248,3840,1237,6325,3,Megha Engineering
,3120,crack,2.7,0,7.45,highway,high,humid,cold_mix,asphalt,1558,6274,2317,10149,5,Ramky Infra
,3121,crack,1.52,0,0.87,urban,medium,humid,resurfacing,concrete,409,1073,300,1782,3,Larsen & Toubro
,3122,pothole,3.18,1,0.0,rural,medium,rainy,resurfacing,concrete,3767,10000,6741,20508,6,Dilip Buildcon
,3123,crack,0.68,0,3.57,urban,medium,dry,full_depth_repair,asphalt,666,2645,1049,4360,3,Ramky Infra
,3124,pothole,3.31,3,0.0,urban,low,dry,cold_mix,bitumen,3010,10000,1357,14367,3,Afcons Infra
,3125,pothole,1.49,19,0.0,urban,high,humid,resurfacing,asphalt,1786,5232,2449,9467,4,Dilip Buildcon
,3126,crack,0.1,0,2.44,highway,very_high,dry,patching,bitumen,541,2113,798,3452,3,HCC
,3127,crack,0.72,0,2.92,highway,medium,dry,patching,bitumen,406,1233,300,1939,1,Sadbhav Engineering
,3128,crack,4.67,0,1.21,rural,high,dry,cold_mix,bitumen,521,1362,300,2183,5,GMR Infra
,3129,pothole,4.35,15,0.0,highway,medium,rainy,patching,gravel,2582,6206,2647,11435,8,GR Infraprojects
,3130,crack,1.24,0,1.82,highway,medium,rainy,resurfacing,concrete,840,2624,780,4244,4,Dilip Buildcon
,3131,crack,3.91,0,2.3,rural,low,rainy,patching,bitumen,246,850,443,1539,5,Gayatri Projects
,3132,pothole,3.08,16,0.0,urban,medium,dry,cold_mix,gravel,2871,10000,1951,14822,4,NCC Limited
,3133,crack,4.86,0,8.99,urban,high,dry,full_depth_repair,concrete,1818,5704,1587,9109,7,Megha Engineering
,3134,pothole,1.93,7,0.0,urban,low,dry,full_depth_repair,gravel,1355,3858,684,5897,4,JMC Projects
,3135,crack,3.44,0,2.06,urban,high,rainy,resurfacing,bitumen,407,1201,319,1927,7,Larsen & Toubro
,3136,pothole,0.41,4,0.0,urban,very_high,rainy,resurfacing,bitumen,972,2958,775,4705,6,Afcons Infra
,3137,crack,2.04,0,7.27,urban,low,dry,resurfacing,bitumen,1063,2772,1013,4848,4,Ramky Infra
,3138,crack,4.82,0,9.11,highway,medium,dry,resurfacing,gravel,817,2801,1637,5255,5,GMR Infra
,3139,pothole,2.74,3,0.0,highway,high,humid,cold_mix,asphalt,2056,6049,654,8759,4,IRB Infrastructure
,3140,pothole,1.51,4,0.0,urban,high,humid,full_depth_repair,bitumen,1675,5198,1434,8307,6,Megha Engineering
,3141,crack,0.69,0,5.9,highway,medium,dry,full_depth_repair,gravel,737,2148,322,3207,3,GMR Infra
,3142,pothole,3.55,2,0.0,highway,medium,rainy,cold_mix,asphalt,4101,10000,2681,16782,6,Simplex Infra
,3143,pothole,3.26,11,0.0,urban,high,dry,patching,concrete,3977,9395,3516,16888,4,Larsen & Toubro
,3144,pothole,1.93,16,0.0,rural,medium,dry,full_depth_repair,asphalt,1111,3642,706,5459,4,IRB Infrastructure
,3145,pothole,4.76,10,0.0,urban,low,humid,cold_mix,asphalt,1894,8031,2114,12039,4,Shapoorji Pallonji
,3146,crack,0.21,0,9.72,urban,very_high,dry,patching,asphalt,1119,3814,1968,6901,3,JMC Projects
,3147,crack,1.59,0,9.44,rural,low,dry,resurfacing,bitumen,726,2827,568,4121,4,Megha Engineering
,3148,pothole,4.61,6,0.0,rural,low,dry,full_depth_repair,bitumen,2227,7067,1416,10710,5,Simplex Infra
,3149,pothole,1.67,14,0.0,urban,medium,humid,cold_mix,bitumen,1572,4846,1501,7919,3,Sadbhav Engineering
,3150,pothole,1.34,2,0.0,rural,low,rainy,full_depth_repair,gravel,668,2216,1373,4257,6,Shapoorji Pallonji
,3151,pothole,2.72,10,0.0,highway,very_high,rainy,full_depth_repair,gravel,1106,4189,1384,6679,9,Tata Projects
,3152,crack,4.14,0,6.59,highway,medium,rainy,cold_mix,asphalt,1421,4169,742,6332,8,Ramky Infra
,3153,crack,0.61,0,5.83,highway,high,dry,resurfacing,bitumen,1105,2804,1548,5457,3,Afcons Infra
,3154,pothole,4.72,14,0.0,highway,low,humid,patching,bitumen,3283,10000,3730,17013,6,GR Infraprojects
,3155,pothole,4.0,10,0.0,highway,low,dry,cold_mix,asphalt,2871,10000,2176,15047,4,Afcons Infra
,3156,pothole,0.99,13,0.0,urban,high,dry,patching,asphalt,1021,2677,929,4627,3,Gammon India
,3157,crack,3.59,0,2.92,highway,very_high,humid,cold_mix,bitumen,500,1921,909,3330,6,Dilip Buildcon
,3158,pothole,1.99,12,0.0,highway,low,humid,cold_mix,bitumen,1834,6800,1293,9927,3,IRB Infrastructure
,3159,crack,2.07,0,9.09,urban,medium,dry,full_depth_repair,asphalt,1474,3844,1558,6876,5,Ashoka Buildcon
,3160,pothole,3.94,17,0.0,rural,low,rainy,patching,asphalt,2153,7266,2608,12027,6,Punj Lloyd
,3161,crack,4.82,0,0.74,rural,high,humid,patching,concrete,309,908,551,1768,5,JMC Projects
,3162,pothole,0.72,5,0.0,urban,very_high,humid,patching,asphalt,634,2170,1416,4220,4,JMC Projects
,3163,crack,2.16,0,4.14,urban,high,humid,full_depth_repair,concrete,1689,3441,1653,6783,7,HCC
,3164,pothole,2.46,15,0.0,urban,high,dry,cold_mix,asphalt,1492,3326,1170,5988,3,IRB Infrastructure
,3165,pothole,1.94,13,0.0,highway,low,humid,full_depth_repair,bitumen,1586,3947,1220,6753,5,JMC Projects
,3166,pothole,1.88,17,0.0,urban,low,dry,cold_mix,bitumen,1260,3937,453,5650,3,Gayatri Projects
,3167,crack,0.36,0,4.55,urban,low,dry,cold_mix,concrete,1005,2799,534,4338,1,Larsen & Toubro
,3168,pothole,3.46,14,0.0,urban,medium,dry,cold_mix,asphalt,3755,10000,4597,18352,3,Ramky Infra
,3169,crack,2.24,0,8.5,highway,high,dry,cold_mix,asphalt,1566,6308,1153,9027,3,Tata Projects
,3170,crack,1.05,0,2.38,highway,medium,rainy,resurfacing,gravel,431,1785,395,2611,5,Shapoorji Pallonji
,3171,pothole,4.1,17,0.0,rural,low,dry,cold_mix,asphalt,3031,10000,3502,16533,6,Ramky Infra
,3172,pothole,4.03,3,0.0,urban,high,dry,full_depth_repair,bitumen,3886,10000,923,14809,7,Sadbhav Engineering
,3173,pothole,2.48,13,0.0,rural,very_high,dry,patching,asphalt,942,3081,2126,6149,5,HCC
,3174,crack,1.56,0,6.65,highway,medium,humid,cold_mix,asphalt,1103,3587,2114,6804,2,Tata Projects
,3175,pothole,3.23,4,0.0,highway,medium,dry,full_depth_repair,bitumen,3208,10000,4792,18000,5,Tata Projects
,3176,crack,1.51,0,4.36,highway,low,dry,full_depth_repair,bitumen,795,3078,554,4427,4,Gayatri Projects
,3177,crack,1.26,0,1.24,urban,medium,rainy,full_depth_repair,gravel,530,1795,363,2688,5,Shapoorji Pallonji
,3178,pothole,3.68,1,0.0,urban,medium,humid,full_depth_repair,concrete,4455,10000,2615,17070,7,Gammon India
,3179,pothole,0.3,19,0.0,urban,very_high,rainy,full_depth_repair,bitumen,639,1727,300,2666,7,NCC Limited
,3180,pothole,0.56,4,0.0,highway,high,humid,cold_mix,bitumen,397,1241,390,2028,3,Gammon India
,3181,pothole,0.13,17,0.0,rural,high,dry,patching,bitumen,575,2431,826,3832,2,GMR Infra
,3182,pothole,0.85,7,0.0,highway,low,dry,cold_mix,concrete,637,1958,405,3000,2,Shapoorji Pallonji
,3183,pothole,0.44,2,0.0,highway,medium,humid,cold_mix,asphalt,703,2095,1193,3991,2,KNR Constructions
,3184,crack,4.98,0,3.72,highway,low,rainy,patching,concrete,1983,4582,2350,8915,6,IRB Infrastructure
,3185,crack,1.52,0,3.82,urban,high,dry,resurfacing,gravel,603,2462,750,3815,4,Punj Lloyd
,3186,crack,0.83,0,7.46,urban,low,dry,cold_mix,asphalt,924,2713,1728,5365,1,Afcons Infra
,3187,pothole,1.28,8,0.0,highway,medium,humid,patching,gravel,1050,3055,838,4943,3,KNR Constructions
,3188,crack,4.69,0,0.38,highway,low,humid,cold_mix,bitumen,291,865,300,1456,7,Ashoka Buildcon
,3189,crack,2.65,0,9.21,rural,high,dry,patching,bitumen,1478,3886,835,6199,4,KNR Constructions
,3190,crack,1.89,0,4.36,highway,medium,dry,resurfacing,bitumen,828,2468,679,3975,4,Simplex Infra
,3191,crack,4.38,0,2.11,urban,medium,humid,full_depth_repair,bitumen,354,1131,535,2020,8,JMC Projects
,3192,crack,2.04,0,5.6,urban,low,dry,patching,concrete,1336,3812,485,5633,2,JMC Projects
,3193,pothole,1.74,15,0.0,rural,medium,dry,cold_mix,asphalt,1036,3416,1242,5694,2,Simplex Infra
,3194,pothole,1.12,16,0.0,highway,medium,dry,cold_mix,bitumen,1845,5501,1064,8410,2,Ashoka Buildcon
,3195,crack,1.95,0,7.18,rural,very_high,dry,resurfacing,bitumen,1033,3530,1618,6181,5,GMR Infra
,3196,crack,1.65,0,8.62,rural,low,humid,resurfacing,asphalt,871,3084,600,4555,5,Ramky Infra
,3197,crack,3.42,0,0.19,urban,very_high,rainy,patching,asphalt,200,517,300,1017,8,Tata Projects
,3198,pothole,1.52,2,0.0,urban,medium,dry,full_depth_repair,concrete,2743,6972,1636,11351,4,Gayatri Projects
,3199,pothole,2.93,2,0.0,highway,medium,dry,cold_mix,concrete,2627,6488,3145,12260,4,Afcons Infra
,3200,crack,0.42,0,8.6,urban,high,humid,full_depth_repair,bitumen,1653,3968,1092,6713,5,Megha Engineering
,3201,pothole,1.04,8,0.0,highway,medium,dry,resurfacing,bitumen,1801,5380,1997,9178,2,Gayatri Projects
,3202,pothole,2.1,11,0.0,highway,medium,rainy,resurfacing,asphalt,2020,7591,3487,13098,5,Megha Engineering
,3203,crack,4.69,0,4.77,highway,high,dry,patching,bitumen,1635,4010,911,6556,6,JMC Projects
,3204,pothole,1.95,4,0.0,highway,medium,dry,resurfacing,concrete,1559,3978,2164,7701,4,JMC Projects
,3205,pothole,3.35,9,0.0,rural,high,rainy,patching,asphalt,3083,10000,6627,19710,5,KNR Constructions
,3206,crack,1.35,0,3.62,rural,high,rainy,patching,asphalt,807,1969,925,3701,5,Dilip Buildcon
,3207,pothole,0.72,16,0.0,urban,medium,humid,full_depth_repair,asphalt,500,1739,493,2732,4,Gayatri Projects
,3208,pothole,0.39,17,0.0,urban,medium,dry,full_depth_repair,bitumen,292,789,352,1433,3,Dilip Buildcon
,3209,crack,1.6,0,2.35,rural,low,dry,patching,asphalt,288,777,414,1479,2,GMR Infra
,3210,pothole,0.87,7,0.0,urban,medium,dry,patching,asphalt,648,2622,680,3950,1,KNR Constructions
,3211,pothole,0.95,10,0.0,highway,medium,dry,patching,asphalt,672,2832,593,4097,1,Gammon India
,3212,crack,3.83,0,9.24,highway,low,humid,resurfacing,bitumen,1461,3563,1065,6089,6,Shapoorji Pallonji
,3213,crack,0.18,0,2.45,urban,medium,dry,full_depth_repair,asphalt,524,1661,805,2990,3,Larsen & Toubro
,3214,crack,2.83,0,5.44,urban,low,dry,resurfacing,concrete,980,2500,1005,4485,5,Simplex Infra
,3215,pothole,1.96,14,0.0,urban,medium,rainy,full_depth_repair,bitumen,1827,6256,2073,10156,6,Ashoka Buildcon
,3216,crack,2.58,0,7.03,rural,medium,dry,resurfacing,bitumen,805,2441,1087,4333,3,Gammon India
,3217,pothole,2.86,14,0.0,highway,high,humid,full_depth_repair,bitumen,2650,6115,2897,11662,8,Simplex Infra
,3218,crack,1.64,0,0.99,rural,medium,rainy,patching,asphalt,294,682,300,1276,5,Sadbhav Engineering
,3219,pothole,1.55,18,0.0,urban,medium,dry,full_depth_repair,asphalt,2187,6746,831,9764,5,Punj Lloyd
,3220,crack,3.69,0,9.43,urban,high,dry,resurfacing,asphalt,1214,4095,1841,7150,7,IRB Infrastructure
,3221,crack,4.37,0,1.75,urban,very_high,rainy,cold_mix,concrete,788,2000,587,3375,10,Shapoorji Pallonji
,3222,crack,1.04,0,2.99,rural,very_high,humid,full_depth_repair,gravel,356,1286,707,2349,6,Gayatri Projects
,3223,crack,0.58,0,1.61,urban,medium,humid,resurfacing,asphalt,680,1709,940,3329,3,Punj Lloyd
,3224,pothole,4.5,19,0.0,urban,high,dry,full_depth_repair,bitumen,3370,10000,2677,16047,7,Punj Lloyd
,3225,crack,1.81,0,6.97,urban,medium,dry,resurfacing,asphalt,1217,3252,840,5309,3,KNR Constructions
,3226,crack,2.8,0,8.88,rural,medium,rainy,cold_mix,bitumen,1372,4192,443,6007,6,JMC Projects
,3227,pothole,1.86,3,0.0,rural,high,dry,full_depth_repair,bitumen,925,2203,617,3745,5,HCC
,3228,crack,0.72,0,4.14,highway,medium,dry,patching,concrete,934,3051,1050,5035,1,NCC Limited
,3229,pothole,2.99,12,0.0,rural,medium,humid,resurfacing,asphalt,979,3696,1084,5759,6,Ramky Infra
,3230,crack,2.67,0,0.54,rural,high,rainy,resurfacing,concrete,200,581,300,1081,7,Megha Engineering
,3231,crack,1.09,0,9.58,urban,high,rainy,cold_mix,gravel,1554,4193,724,6471,5,Tata Projects
,3232,crack,2.31,0,9.53,urban,medium,dry,patching,asphalt,1156,3702,2249,7107,4,Simplex Infra
,3233,pothole,4.01,6,0.0,rural,high,dry,cold_mix,gravel,2330,8652,2636,13618,7,Megha Engineering
,3234,crack,2.99,0,0.18,urban,medium,rainy,full_depth_repair,asphalt,413,1250,344,2007,7,HCC
,3235,crack,0.57,0,0.65,urban,medium,rainy,cold_mix,bitumen,263,761,364,1388,3,Tata Projects
,3236,crack,2.79,0,2.01,urban,high,humid,resurfacing,asphalt,424,1320,300,2044,7,Punj Lloyd
,3237,pothole,3.54,9,0.0,urban,very_high,rainy,full_depth_repair,asphalt,5000,10000,7000,22000,12,KNR Constructions
,3238,pothole,3.98,20,0.0,urban,medium,dry,full_depth_repair,concrete,3925,10000,1848,15773,6,JMC Projects
,3239,crack,3.18,0,4.96,highway,high,rainy,patching,concrete,1957,5194,881,8032,6,Tata Projects
,3240,pothole,0.85,5,0.0,urban,medium,dry,resurfacing,asphalt,881,2446,660,3987,2,Gammon India
,3241,crack,3.58,0,7.84,urban,high,rainy,cold_mix,bitumen,1524,5088,1202,7814,9,GR Infraprojects
,3242,crack,3.42,0,7.65,urban,high,humid,cold_mix,bitumen,1308,4514,634,6456,5,Punj Lloyd
,3243,crack,0.22,0,7.92,rural,high,rainy,full_depth_repair,bitumen,1252,4087,1108,6447,6,KNR Constructions
,3244,crack,2.12,0,9.22,highway,very_high,dry,patching,bitumen,1657,4177,1921,7755,5,Larsen & Toubro
,3245,crack,1.73,0,1.28,urban,low,rainy,patching,bitumen,434,1642,481,2557,4,Larsen & Toubro
,3246,crack,3.38,0,1.72,highway,medium,rainy,resurfacing,asphalt,596,2125,533,3254,8,JMC Projects
,3247,crack,1.16,0,3.4,urban,high,rainy,resurfacing,asphalt,870,3039,1227,5136,5,Simplex Infra
,3248,pothole,3.0,11,0.0,rural,medium,humid,resurfacing,asphalt,2911,9333,5514,17758,5,GR Infraprojects
,3249,pothole,4.57,10,0.0,rural,high,dry,full_depth_repair,bitumen,1552,5554,3018,10124,7,Gayatri Projects
,3250,pothole,4.01,9,0.0,highway,low,dry,resurfacing,bitumen,3461,7074,3410,13945,5,GR Infraprojects
,3251,pothole,4.62,15,0.0,rural,high,humid,patching,asphalt,2973,9506,1928,14407,9,HCC
,3252,pothole,4.89,7,0.0,urban,high,rainy,resurfacing,bitumen,3318,10000,4452,17770,9,Larsen & Toubro
,3253,pothole,0.15,18,0.0,rural,low,humid,patching,gravel,386,1630,328,2344,2,Larsen & Toubro
,3254,pothole,3.15,1,0.0,urban,medium,dry,resurfacing,asphalt,3082,9757,1356,14195,4,Simplex Infra
,3255,crack,2.12,0,5.77,highway,medium,dry,resurfacing,bitumen,775,2565,1188,4528,3,GR Infraprojects
,3256,crack,4.31,0,9.25,urban,high,dry,full_depth_repair,asphalt,1298,4760,1508,7566,8,Sadbhav Engineering
,3257,crack,1.33,0,3.99,rural,low,humid,patching,bitumen,545,1909,1112,3566,3,JMC Projects
,3258,crack,4.91,0,6.37,urban,low,humid,full_depth_repair,asphalt,998,3557,632,5187,6,Ashoka Buildcon
,3259,pothole,3.11,15,0.0,urban,low,dry,patching,bitumen,2225,5932,2070,10227,3,Gammon India
,3260,pothole,3.99,10,0.0,rural,low,dry,resurfacing,concrete,1811,6568,3182,11561,4,NCC Limited
,3261,crack,0.52,0,5.92,rural,high,dry,full_depth_repair,asphalt,727,2302,686,3715,4,HCC
,3262,crack,1.0,0,6.19,urban,high,rainy,resurfacing,concrete,1559,4156,1015,6730,6,IRB Infrastructure
,3263,pothole,3.82,13,0.0,urban,medium,dry,resurfacing,bitumen,3545,8733,4221,16499,3,Simplex Infra
,3264,crack,0.21,0,9.04,highway,medium,dry,cold_mix,asphalt,1479,4249,526,6254,1,GMR Infra
,3265,crack,4.1,0,0.31,urban,medium,rainy,patching,asphalt,290,997,311,1598,6,Shapoorji Pallonji
,3266,crack,0.17,0,4.8,rural,medium,rainy,patching,asphalt,940,2952,1661,5553,3,Larsen & Toubro
,3267,crack,3.32,0,9.32,rural,medium,dry,patching,concrete,1175,4223,2168,7566,4,Dilip Buildcon
,3268,pothole,1.89,1,0.0,rural,medium,rainy,patching,bitumen,1312,4601,966,6879,4,Larsen & Toubro
,3269,crack,3.1,0,4.68,urban,high,dry,patching,concrete,1379,4429,674,6482,6,Ashoka Buildcon
,3270,crack,3.51,0,1.77,highway,medium,dry,full_depth_repair,bitumen,472,1616,611,2699,7,Afcons Infra
,3271,pothole,1.78,7,0.0,urban,high,dry,patching,bitumen,761,2420,1113,4294,3,NCC Limited
,3272,pothole,0.63,13,0.0,urban,medium,rainy,full_depth_repair,bitumen,932,2016,852,3800,5,Ramky Infra
,3273,crack,0.44,0,6.14,rural,low,dry,cold_mix,asphalt,1008,2686,520,4214,1,Ramky Infra
,3274,pothole,2.99,6,0.0,urban,very_high,dry,cold_mix,asphalt,1252,4797,1905,7954,5,Simplex Infra
,3275,crack,2.65,0,2.83,urban,low,dry,full_depth_repair,asphalt,408,1731,453,2592,6,Ramky Infra
,3276,crack,3.74,0,6.97,highway,medium,humid,cold_mix,bitumen,846,3210,1356,5412,5,HCC
,3277,pothole,2.6,18,0.0,highway,very_high,dry,full_depth_repair,asphalt,1675,5539,2427,9641,8,IRB Infrastructure
,3278,crack,2.17,0,8.11,rural,medium,rainy,patching,bitumen,1141,3430,821,5392,5,Megha Engineering
,3279,crack,2.05,0,2.77,urban,low,dry,full_depth_repair,asphalt,611,1709,364,2684,5,HCC
,3280,crack,0.23,0,8.83,urban,medium,humid,cold_mix,bitumen,910,3897,1050,5857,2,JMC Projects
,3281,crack,1.74,0,0.64,rural,medium,humid,full_depth_repair,bitumen,200,524,300,1024,5,Punj Lloyd
,3282,pothole,4.88,9,0.0,rural,medium,humid,cold_mix,concrete,3472,8386,4912,16770,7,NCC Limited
,3283,pothole,4.38,3,0.0,urban,high,rainy,resurfacing,concrete,4240,10000,7000,21240,8,GR Infraprojects
,3284,crack,1.71,0,5.65,highway,medium,rainy,full_depth_repair,bitumen,853,2628,1610,5091,7,Ashoka Buildcon
,3285,pothole,2.98,17,0.0,urban,high,dry,resurfacing,asphalt,2038,6637,1720,10395,6,Simplex Infra
,3286,crack,4.25,0,2.71,urban,high,dry,cold_mix,bitumen,510,1341,421,2272,5,Ashoka Buildcon
,3287,crack,2.26,0,3.31,urban,high,dry,patching,concrete,1026,3676,1137,5839,3,IRB Infrastructure
,3288,crack,0.19,0,3.17,highway,high,dry,full_depth_repair,bitumen,986,2582,1517,5085,4,Gayatri Projects
,3289,crack,0.47,0,6.51,urban,very_high,humid,patching,concrete,1429,4246,629,6304,4,Ramky Infra
,3290,crack,2.6,0,0.71,urban,medium,dry,patching,bitumen,265,845,300,1410,4,Larsen & Toubro
,3291,pothole,4.85,1,0.0,urban,low,dry,patching,concrete,4229,10000,3985,18214,3,Gayatri Projects
,3292,crack,3.5,0,8.55,highway,medium,rainy,cold_mix,asphalt,1778,5079,1565,8422,5,Simplex Infra
,3293,pothole,0.45,10,0.0,rural,high,dry,cold_mix,bitumen,587,1744,834,3165,2,Tata Projects
,3294,pothole,1.03,8,0.0,urban,low,dry,resurfacing,asphalt,1690,6461,1149,9300,3,HCC
,3295,crack,3.88,0,5.22,highway,high,dry,resurfacing,bitumen,1034,2588,667,4289,8,IRB Infrastructure
,3296,crack,4.22,0,5.76,urban,medium,humid,resurfacing,bitumen,1055,3142,672,4869,7,Ashoka Buildcon
,3297,crack,3.13,0,1.39,rural,very_high,humid,patching,bitumen,326,1265,316,1907,6,Sadbhav Engineering
,3298,crack,3.26,0,8.42,rural,high,dry,resurfacing,bitumen,1398,2987,1497,5882,5,Dilip Buildcon
,3299,crack,0.24,0,7.89,rural,high,humid,full_depth_repair,concrete,1364,4212,1862,7438,5,Ashoka Buildcon
,3300,pothole,4.16,15,0.0,urban,high,humid,cold_mix,asphalt,4140,10000,5632,19772,9,Punj Lloyd
,3301,crack,3.96,0,7.13,highway,very_high,dry,resurfacing,bitumen,1369,4315,2008,7692,5,Ashoka Buildcon
,3302,crack,1.37,0,7.4,rural,medium,dry,cold_mix,gravel,982,2585,496,4063,3,Ashoka Buildcon
,3303,pothole,3.57,3,0.0,highway,very_high,humid,patching,concrete,3077,10000,2828,15905,8,Ashoka Buildcon
,3304,pothole,1.15,17,0.0,highway,low,dry,cold_mix,bitumen,2151,5367,1373,8891,2,Tata Projects
,3305,crack,0.3,0,3.78,highway,high,rainy,full_depth_repair,bitumen,1336,4493,811,6640,6,IRB Infrastructure
,3306,pothole,1.09,5,0.0,rural,medium,rainy,cold_mix,bitumen,1302,3612,948,5862,4,Sadbhav Engineering
,3307,crack,0.98,0,1.07,urban,medium,dry,cold_mix,asphalt,595,1967,516,3078,1,IRB Infrastructure
,3308,pothole,1.75,4,0.0,highway,high,rainy,full_depth_repair,asphalt,3383,9662,1414,14459,7,Punj Lloyd
,3309,pothole,2.15,7,0.0,highway,high,rainy,full_depth_repair,gravel,2512,7328,686,10526,7,Ramky Infra
,3310,crack,2.59,0,8.91,highway,medium,dry,resurfacing,bitumen,1481,4284,416,6181,5,Larsen & Toubro
,3311,pothole,2.44,14,0.0,urban,low,rainy,cold_mix,concrete,1763,4941,2685,9389,4,Punj Lloyd
,3312,pothole,1.43,17,0.0,rural,very_high,dry,resurfacing,bitumen,1318,4011,734,6063,6,GR Infraprojects
,3313,pothole,0.24,17,0.0,highway,medium,humid,resurfacing,asphalt,453,1316,679,2448,3,HCC
,3314,pothole,3.06,13,0.0,highway,low,dry,full_depth_repair,gravel,2342,6101,1535,9978,6,NCC Limited
,3315,pothole,2.04,1,0.0,urban,medium,rainy,cold_mix,asphalt,1814,5748,2345,9907,4,Dilip Buildcon
,3316,pothole,1.56,2,0.0,rural,medium,rainy,full_depth_repair,asphalt,1495,4408,1391,7294,6,IRB Infrastructure
,3317,crack,4.35,0,9.66,rural,medium,rainy,patching,bitumen,1316,4308,691,6315,6,Gammon India
,3318,crack,3.76,0,6.05,urban,medium,dry,cold_mix,gravel,595,2134,827,3556,3,Shapoorji Pallonji
,3319,pothole,4.3,4,0.0,highway,medium,dry,patching,bitumen,2225,8098,2451,12774,6,Ashoka Buildcon
,3320,crack,2.53,0,0.77,rural,very_high,rainy,cold_mix,bitumen,393,932,422,1747,8,Larsen & Toubro
,3321,crack,0.74,0,3.75,rural,very_high,rainy,resurfacing,asphalt,1048,3642,710,5400,6,Ramky Infra
,3322,crack,3.51,0,8.86,highway,high,rainy,full_depth_repair,bitumen,1510,4641,1510,7661,10,Larsen & Toubro
,3323,pothole,1.11,17,0.0,urban,high,dry,patching,asphalt,1350,4331,2141,7822,3,Larsen & Toubro
,3324,crack,2.26,0,3.27,highway,low,dry,cold_mix,bitumen,774,2747,864,4385,3,Gayatri Projects
,3325,pothole,0.42,20,0.0,highway,medium,rainy,resurfacing,gravel,972,2818,431,4221,4,NCC Limited
,3326,crack,4.14,0,9.39,highway,high,dry,full_depth_repair,bitumen,1363,3672,1148,6183,6,GMR Infra
